spec_num,loc_ID_num,phylum,class,ordr,family,originalGenus,genus,subgenus,originalSubgenus,originalSpecies,species,subspecies,modifiers,num_individuals,element,remarks,field_num,ID by,ID date,Catalogued by,Notes
361665,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361666,V17009,,Chondrichthyes,,,,Carcharhinus,,,,egertoni,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361667,V17009,,Chondrichthyes,,,,Isurus,,,,planus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361668,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361669,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361670,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361671,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361672,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361673,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361674,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361675,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361676,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361677,V17009,,Chondrichthyes,,,,Hemipristis,,,,serra,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361678,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361679,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361680,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361681,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361682,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361683,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361684,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361685,V17009,,Chondrichthyes,,,,Isurus,,,,,,?,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361686,V17009,,Chondrichthyes,,,,Carcharias,,,,reticulata,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361687,V17009,,Chondrichthyes,,,,Negaprion,,,,eurybathrodon,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361688,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361689,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361690,V17009,,Chondrichthyes,,,,Squalus ,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361691,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361692,V17009,,Chondrichthyes,,,,Squatina ,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361693,V17009,,Chondrichthyes,,,,Hemipristis,,,,serra,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361694,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361695,V17009,,Chondrichthyes,,,,Negaprion,,,,eurybathrodon,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361696,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361697,V17009,,Chondrichthyes,,,,Cosmopolitodus ,,,,hastalis,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361698,V17009,,Chondrichthyes,,,,Carcharhias,,,,cuspidata,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361699,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361700,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-24-2019,Xena Ross,
361701,V17009,,Chondrichthyes,,,,Cosmopolitodus ,,,,hastalis,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361702,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361703,V17009,,Chondrichthyes,,,,Negaprion,,,,brevirostris,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361704,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361705,V17009,,Chondrichthyes,,,,Sphyrna,,,,zygaena,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361706,V17009,,Chondrichthyes,,,,Squatina ,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361707,V17009,,Chondrichthyes,,,,Galeocerdo,,,,,,?,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361708,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361709,V17009,,Chondrichthyes,,,,Squatina ,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361710,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361711,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361712,V17009,,Chondrichthyes,,,,,,,,,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361713,V17009,,Chondrichthyes,,,,Negaprion,,,,eurybathrodon,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361714,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361715,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361716,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361717,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361718,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361719,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361720,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361721,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361722,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361723,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361724,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361725,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361726,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361727,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361728,V17009,,Chondrichthyes,,,,Carcharhinus,,,,,,?,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361729,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361730,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361731,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361732,V17009,,Chondrichthyes,,,,Negaprion,,,,eurybathrodon,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361733,V17009,,Chondrichthyes,,,,Negaprion,,,,eurybathrodon,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361734,V17009,,Chondrichthyes,,,,,,,,,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361735,V17009,,Chondrichthyes,,,,,,,,,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361736,V17009,,Chondrichthyes,,,,Cosmopolitodus,,,,hastalis,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361737,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361738,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361739,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361740,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361741,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361742,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361743,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361744,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361745,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361746,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361747,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361748,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361749,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361750,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361751,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361752,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361753,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361754,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361755,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361756,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361757,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361758,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361759,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361760,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361761,V17009,,Chondrichthyes,,,,Negaprion,,,,brevirostris,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361762,V17009,,Chondrichthyes,,,,Negaprion,,,,eurybathrodon,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361763,V17009,,Chondrichthyes,,,,Negaprion,,,,eurybathrodon,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361764,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361765,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361766,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361767,V17009,,Chondrichthyes,,,,Galeocerdo,,,,contortus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361768,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361769,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361770,V17009,,Chondrichthyes,,,,Isurus,,,,,,?,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361771,V17009,,Chondrichthyes,,,,Carcharias,,,,reticulata,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361772,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361773,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361774,V17009,,Chondrichthyes,,,,Cosmopolitodus,,,,hastalis,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361775,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361776,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361777,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361778,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361779,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361780,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361781,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361782,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361783,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361784,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361785,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361786,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361787,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361788,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361789,V17009,,Chondrichthyes,,,,,,,,,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361790,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361791,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361792,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361793,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361794,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361795,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361796,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361797,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361798,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361799,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361800,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361801,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361802,V17009,,Chondrichthyes,,,,Carcharhinus,,,,limbatus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361803,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361804,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361805,V17009,,Chondrichthyes,,,,Negaprion,,,,brevirostris,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361806,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361807,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361808,V17009,,Chondrichthyes,,,,Squalus,,,,serriculus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361809,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361810,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361811,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361812,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361813,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361814,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361815,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361816,V17009,,Chondrichthyes,,,,Isurus,,,,oxyrinchus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361817,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361818,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361819,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361820,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361821,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361822,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361823,V17009,,Chondrichthyes,,,,Isurus,,,,paucus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361824,V17009,,Chondrichthyes,,,,Negaprion,,,,brevirostris,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361825,V17009,,Chondrichthyes,,,,Galeocerdo,,,,aduncus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361826,V17009,,Chondrichthyes,,,,Carcharias,,,,reticulata,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361827,V17009,,Chondrichthyes,,,,Carcharias,,,,,,?,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361828,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361829,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361830,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361831,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361832,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361833,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361834,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361835,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361836,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361837,V17009,,Chondrichthyes,,,,Squalus,,,,acanthias,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361838,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361839,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361840,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361841,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361842,V17009,,Chondrichthyes,,,,Squatina,,,,californica,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361843,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361844,V17009,,Chondrichthyes,,,,Carcharhinus,,,,priscus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361845,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361846,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361847,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361848,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361849,V17009,,Chondrichthyes,,,,Carcharhinus,,,,brachyurus,,,1,tooth,,JPW 06-17-13/3,,04-29-2019,Xena Ross,
361850,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361851,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361852,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361853,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361854,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361855,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361856,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361857,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361858,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
361859,V17013,,Chondrichthyes,,,,Carcharhinus,,,,,,,1,tooth,,JPW 04-03-17/1,,04-29-2019,Xena Ross,
